"日期","地址","成交價","面積_實","每呎價_實","資料來源"
"2024-12-04","興華樓 A座 1樓 A2室",1490,1023,14565,"Land"
"2024-11-22","利聯大廈 四樓 430A號",280,389,7198,"Land"
"2024-11-28","翔龍灣 3座 13樓 A室",500,360,13889,"Land"
"2024-11-25","龍軒苑 暢軒閣 (C座) 2樓 9室",250,590,4237,"Land"
"2024-11-26","啟岸 25樓 B8室",818.8,425,19266,"Land"
"2024-12-05","華寶大廈 13樓 D室",428,311,13762,"Land"
"2024-12-06","中美樓 七樓 12室",226,354,6384,"Land"
"2024-12-06","萬景峯 1座 62樓 A室",2098,1025,20468,"Land"
"2024-12-06","恆裕閣 7樓 A室",438,420,10429,"Land"
"2024-11-19","銀行大廈 12樓 E室",300,478,6276,"Land"
"2024-12-05","愉景灣 1期蔚陽朝暉徑 朝暉徑28號",3280,2094,15664,"Land"
"2024-12-02","恆盛樓 二樓 219號",420,429,9790,"Land"
"2024-12-04","寶翠閣 A座 9樓 A2室",520,374,13904,"Land"
"2024-11-28","屯門中心大廈 五樓 4室",338,492,6870,"Land"
"2024-12-06","海典灣 1座 21樓 F室",615,468,13141,"Land"
"2024-12-13","淘大花園 3期 L座 4樓 6室",442,356,12416,"Land"
"2024-12-10","新興花園 車位 地庫 P91號",98,NA,NA,"Land"
"2024-11-27","天馬苑 駿安閣 (D座) 七樓 12室",235,NA,NA,"Land"
"2024-11-25","恆安邨 恆日樓 (8座) 7樓 11室",212.8,443,4804,"Land"
"2024-12-03","錦英苑 錦強閣 (C座) 十五樓 5室",416,554,7509,"Land"
"2024-12-11","葵福大廈 9樓 F室",290,347,8357,"Land"
"2024-11-27","英明苑 明達閣 (C座) 4樓 9室",470,554,8484,"Land"
"2024-12-03","維港．雙鑽 1A座 12樓 B室",538.4,305,17652,"Land"
"2024-11-26","御皇庭 1座 6樓 D室",720,692,10405,"Land"
"2024-11-26","日出康城 2期A 領都 1座 (右翼) 38樓 C室",723,731,9891,"Land"
"2024-11-27","大埔中心 5期 16座 14樓 G室",426,407,10467,"Land"
"2024-11-26","美倫閣 3樓 A室",356,278,12806,"Land"
"2024-12-02","海堤灣畔 車位 地庫 D308號",132,NA,NA,"Land"
"2024-12-04","永恒閣 三樓",150,NA,NA,"Land"
"2024-12-06","柏蔚森 2期 柏蔚森II 3座 3樓 J室",484.5,283,17120,"Land"
"2024-12-10","柏蔚森 2期 柏蔚森II 2座 5樓 J室",523,287,18223,"Land"
"2024-12-09","Yoho Town 2期 Yoho Midtown 1座 38樓 G室",643.8,443,14533,"Land"
"2024-12-10","尚翹峰 1期 2座 29樓 B室",1212.8,650,18658,"Land"
"2024-12-10","藍塘傲 洋房16",5000,2230,22422,"Land"
"2024-11-25","Elize Park 12樓 B室",638.8,243,26288,"Land"
"2024-12-03","茵怡花園 6座 25樓 C室",441,555,7946,"Land"
"2024-12-03","冠煌樓 15樓 F室",218,330,6606,"Land"
"2024-12-10","嘉湖山莊 3期 翠湖居 5座 23樓 H室",450,549,8197,"Land"
"2024-12-09","曉尚 10樓 B室",638,498,12811,"Land"
"2024-12-09","安利大廈 八樓 F室",350,454,7709,"Land"
"2024-12-09","丰滙 2座 8樓 B室",665,601,11065,"Land"
"2024-11-29","擎天半島 1期 6座 28樓 E室",1745,853,20457,"Land"
"2024-12-10","翠竹花園 5座 18樓 C室",335,591,5668,"Land"
"2024-12-06","利寶大廈 17樓 H室",243.5,258,9438,"Land"
"2024-12-06","好運中心 榆林閣 (A2座) 2樓 B室",470,390,12051,"Land"
"2024-12-06","曦臺 2座 9樓 A室",768,NA,NA,"Land"
"2024-12-10","新港城 3期 P座 3樓 3室",420,337,12463,"Land"
"2024-11-29","康和苑 車位 5樓 4號",133,NA,NA,"Land"
"2024-12-02","翰林峰 1座 37樓 D室",518,219,23653,"Land"
"2024-12-06","富安花園 5座 3樓 J室",355,484,7335,"Land"
"2024-12-10","寶寧大廈 8樓 12室",368,455,8088,"Land"
"2024-11-26","碧濤花園 1期 雅碧閣 (1座) 8樓 H室",600,662,9063,"Land"
"2024-11-29","嘉湖山莊 6期 美湖居 1座 7樓 B室",510,623,8186,"Land"
"2024-11-18","合眾樓 八樓 35A號",450,NA,NA,"Land"
"2024-12-06","滿名山 滿庭 3座 15樓 C室",405,422,9597,"Land"
"2024-11-22","新港城 4期 L座 16樓 8室",655,551,11887,"Land"
"2024-11-22","錦禧苑 錦榮閣 (C座) 十四樓 3室",398,401,9925,"Land"
"2024-12-13","One Wood Road 10樓 A室",1160.5,460,25228,"Land"
"2024-12-06","曉柏峰 B座 23樓 B9室",675.99,365,18520,"Land"
"2024-12-04","海濱花園 海珊閣 (3座) 23樓 C室",474.8,497,9553,"Land"
"2024-12-10","聯利大廈 一樓 C室",430,328,13110,"Land"
"2024-12-03","維港．雙鑽 1B座 10樓 G室",527.4,300,17580,"Land"
"2024-12-03","維港．雙鑽 1B座 12樓 G室",532.7,300,17757,"Land"
"2024-12-06","碧堤半島 2期 2座 38樓 F室",570,515,11068,"Land"
"2024-12-06","薈晴 1座 3樓 A02室",287,227,12643,"Land"
"2024-12-10","藍馬豪庭 19樓 B室",1360,913,14896,"Land"
"2024-11-25","愉景灣 12期 海澄湖畔二段 安澄閣 12樓 C室",700,825,8485,"Land"
"2024-11-29","新港城 4期 K座 15樓 3室",462,338,13669,"Land"
"2024-11-29","半島豪庭 5座 39樓 E室",936,569,16450,"Land"
"2024-11-29","Vau Residence 17樓 E室",422.8,209,20230,"Land"
"2024-11-29","五洲大廈 十八樓 L室",585,787,7433,"Land"
"2024-12-02","龍蟠苑 龍珠閣 (C座) 二十八樓 8室",362,353,10255,"Land"
"2022-11-17","啟欣苑 A座 28樓 20室",397.68,NA,NA,"Land"
"2024-12-02","牽晴間 車位 1樓 293號",129.5,NA,NA,"Land"
"2024-12-06","新元朗中心 1座 28樓 F室",545,466,11695,"Land"
"2024-12-06","莊士明德軒 23樓 C室",508,264,19242,"Land"
"2024-11-18","運通洋樓 12樓 G室",500,462,10823,"Land"
"2024-12-12","天晉 天晉 2座 38樓 E室",870,538,16171,"Land"
"2024-12-11","名城 2期 盛薈 2座 26樓 ND室",850,678,12537,"Land"
"2024-11-22","屯門市廣場 3期 8座 30樓 H室",385,363,10606,"Land"
"2024-11-20","皓畋 5座 10樓 G室",1138,667,17061,"Land"
"2024-12-06","凱樂苑 A座 (凱碧閣) 7樓 4室",506.8,480,10558,"Land"
"2024-12-09","仁賢大廈 12樓 A室",309,252,12262,"Land"
"2024-11-20","兆康苑 兆順閣 (K座) 八樓 8室",349.5,483,7236,"Land"
"2024-12-10","毓成大廈 13樓 B室",1250,976,12807,"Land"
"2024-11-28","龍德苑 承德閣 (B座) 8樓 23室",350,526,6654,"Land"
"2024-12-02","山景邨 景華樓 (4座) 9樓 B12室",83,296,2804,"Land"
"2024-12-03","翠寧花園 2座 29樓 G室",383,NA,NA,"Land"
"2024-12-02","昇薈 1座 37樓 B室",1720,1442,11928,"Land"
"2024-12-06","全．城匯 7座 11樓 E室",856.8,524,16351,"Land"
"2024-11-29","啟德海灣 1期 2B座 18樓 G室",739,432,17106,"Land"
"2024-11-20","爵悅庭 西爵軒 (B1) 37樓 F室",610,450,13556,"Land"
"2024-12-05","大華大樓 六樓 D室",342,465,7355,"Land"
"2024-12-04","會展中心會景閣 27樓 8室",600,418,14354,"Land"
"2024-12-06","永德大廈 A座 5樓 4室",315,384,8203,"Land"
"2024-11-22","盈暉臺 3座 21樓 A室",640,441,14512,"Land"
"2024-12-11","城南道38-40號 五樓 C室",215,268,8022,"Land"
"2024-12-09","錦暉苑 4樓 11室",420,NA,NA,"Land"
"2024-12-09","馬鞍山中心 1座 9樓 F室",410,375,10933,"Land"
"2024-12-13","恩賜大廈 10樓 B室",330,286,11538,"Land"
"2024-12-06","朗賢峯 2A期 1座 15樓 B室",1990.8,797,24979,"Land"
"2024-12-06","朗賢峯 2A期 1座 12樓 B室",1985.9,797,24917,"Land"
"2024-11-18","現崇山 3A座 32樓 B室",1115,715,15594,"Land"
"2024-11-27","萬發樓 四樓 C室",229,NA,NA,"Land"
"2024-11-29","南角道25-27號 五樓 27號",484,554,8736,"Land"
"2024-11-27","昌盛大樓 六樓 C室",342,360,9500,"Land"
"2024-11-28","福至樓 三樓 B室",285,281,10142,"Land"
"2024-11-21","萬發樓 一樓 A室",368,321,11464,"Land"
"2024-11-27","昌盛大樓 五樓 A室",287,NA,NA,"Land"
"2024-11-29","衙前塱道40A號 六樓 40A號",441,499,8838,"Land"
"2024-11-27","萬發樓 一樓 D室",254,207,12271,"Land"
"2024-12-02","啟鑽苑 4座 (啟濤閣) 33樓 17室",125.22,NA,NA,"Land"
"2024-12-05","雲匯 1期 車位 地庫 R007號",220,NA,NA,"Land"
"2024-12-06","麗港城 3期 34座 26樓 F室",590,522,11303,"Land"
"2024-12-09","康華苑 怡康閣 (B座) 十一樓 12室",333,380,8763,"Land"
"2024-12-03","博康邨 博泰樓 (7座) 5樓 24室",200,NA,NA,"Land"
"2024-12-09","壹號雲頂 2期 雲頂峰 雲頂峰 6樓 B06室",470,415,11325,"Land"
"2024-12-10","牽晴間 12座 15樓 G室",752,714,10532,"Land"
"2024-12-12","太和邨 麗和樓 (6座) 34樓 17室",250,NA,NA,"Land"
"2024-12-09","幸福樓 三期 六樓 A4室",210,246,8537,"Land"
"2024-11-26","天富苑 偉富閣 (L座) 12樓 2室",400,650,6154,"Land"
"2024-11-29","栢慧豪園 1期 3座 26樓 F室",485,493,9838,"Land"
"2024-11-22","嘉湖山莊 5期 麗湖居 4座 26樓 F室",355,442,8032,"Land"
"2024-12-03","福運大廈 11樓 B室",350,368,9511,"Land"
"2024-12-06","時尚華庭 8樓 C室",400,335,11940,"Land"
"2024-12-12","金龍大廈 車位 地下 739號",100,NA,NA,"Land"
"2024-12-09","翠竹花園 13座 9樓 A室",300,NA,NA,"Land"
"2024-12-04","維港．雙鑽 1A座 11樓 B室",535.7,305,17564,"Land"
"2024-12-06","安康大廈 十五樓 F室",388,393,9873,"Land"
"2024-12-04","民祐樓 四樓 39號",100,NA,NA,"Land"
"2024-12-16","置富花園 富逸苑 (H-6座) 低層 D室",513,439,11686,"AC"
"2024-12-16","薄扶林花園 6座 中層 B室",508,466,10901,"AC"
"2024-12-16","置富花園 富怡苑 (H-7座) 低層 H室",413,439,9408,"AC"
"2024-12-16","銀湖．天峰 7座 高層 D室",1300,920,14130,"AC"
"2024-12-16","名城 1期 1座 高層 NB室",1100,785,14013,"AC"
"2024-12-16","粉嶺名都 雅碧閣 (1座) 中層 G室",455.5,454,10033,"AC"
"2024-12-16","康強苑 中層 11室",530,597,8878,"AC"
"2024-12-16","聽濤雅苑 1期 9座 中層 B室",828,788,10508,"AC"
"2024-12-16","帝庭豪園 5座 中層 E室",750,510,14706,"AC"
"2024-12-16","翔龍灣 3座 中層 E室",848.8,547,15517,"AC"
"2024-12-16","新都城 1期 2座 低層 A室",530,420,12619,"AC"
"2024-12-16","金獅花園 2期 金福閣 (E座) 高層 4室",325,306,10621,"AC"
"2024-12-16","東方花園 C座 高層 C3室",908,917,9902,"AC"
"2024-12-16","顯徑邨 顯祐樓 (5座) 高層 1室",200,381,5249,"AC"
"2024-12-16","荔灣花園 D座 中層 D1室",488,532,9173,"AC"
"2024-12-16","溱岸8號 5座 中層 F室",1166,722,16150,"AC"
"2024-12-16","朗景臺 2座 高層 C室",456,479,9520,"AC"
"2024-12-16","惠安苑 E座 高層 2室",875,848,10318,"AC"
"2024-12-16","南豐新邨 11座 中層 A室",610,570,10702,"AC"
"2024-12-16","南豐新邨 5座 高層 B室",460,391,11765,"AC"
"2024-12-16","玖瓏山 月瓏閣 第3座 中層 E室",698,692,10087,"AC"
"2024-12-16","安寧花園 4座 高層 C室",438,431,10162,"AC"
"2024-12-16","Monaco 1期 2A座 高層 F室",708,353,20057,"AC"
"2024-12-16","海柏花園 4座 中層 B室",553.8,426,13000,"AC"
"2024-12-16","綠悠雅苑 2座 低層 E室",525,535,9813,"AC"
"2024-12-16","新達廣場 3座 高層 D室",720,617,11669,"AC"
"2024-12-16","西寧閣 中層 E室",550,475,11579,"AC"
"2024-12-16","逸峯 1座 高層 E室",325,299,10870,"AC"
"2024-12-16","藍天海岸 4期 水藍‧天岸 2座 低層 C室",670,539,12430,"AC"
"2024-12-16","威尼斯花園 1座 中層 D室",345,436,7913,"AC"
"2024-12-16","荃德花園 B座 中層 H室",328,306,10719,"AC"
"2024-12-16","將軍澳中心 1期 7座 高層 G室",648,436,14862,"AC"
"2024-12-16","康怡花園 R座 (9-16室) 中層 12室",728,616,11818,"AC"
"2024-12-16","太古城 安盛台 順安閣 (29座) 中層 A室",830,703,11807,"AC"
"2024-12-16","太古城 安盛台 寶安閣 (28座) 中層 E室",778,602,12924,"AC"
"2024-12-16","雅都花園 C座 中層 F室",395,426,9272,"AC"
"2024-12-16","慧景閣 低層 D室",385,418,9211,"AC"
"2024-12-16","海日灣II 11座 低層 A室",825,552,14946,"AC"
"2024-12-16","囍滙 1期 5座 低層 D室",1000,497,20121,"AC"
"2024-12-16","龍暉花園 2座 高層 D室",712,465,15312,"AC"
"2024-12-16","將軍澳中心 2期 3座 中層 H室",610,465,13118,"AC"
"2024-12-16","珀麗灣 3期 1座 高層 F室",550,532,10338,"AC"
"2024-12-16","和富大樓 高層 A室",497,594,8367,"AC"
"2024-12-16","Yoho Town 2期 Yoho Midtown 2座 高層 G室",580,443,13093,"AC"
"2024-12-16","將軍澳中心 2期 12座 中層 C室",875,638,13715,"AC"
"2024-12-16","藍天海岸 1期 2座 高層 E室",708,565,12531,"AC"
"2024-12-03","麗城花園 3期 7座 10樓 B室",646,742,8706,"Land"
"2024-11-29","牽晴間 10座 18樓 E室",439,384,11432,"Land"
"2024-12-06","雅典居 2座 8樓 A室",888,727,12215,"Land"
"2024-12-10","碧濤花園 2期 嘉麗閣 (A座) 4樓 H室",582.8,712,8185,"Land"
"2024-11-29","翠景花園 1座 20樓 C室",520,420,12381,"Land"
"2024-11-27","明雅苑 明昌閣 (C座) 13樓 16室",310,338,9172,"Land"
"2024-12-10","健威花園 F座 16樓 3室",458,456,10044,"Land"
"2024-12-02","德安樓 三樓 29號(1室)",280,415,6747,"Land"
"2024-11-25","家興大廈 車位 平台 16號",76,NA,NA,"Land"
"2024-11-25","家興大廈 車位 平台 6號",76,NA,NA,"Land"
"2024-04-26","安楹苑 A座 11樓 14室",276.75,NA,NA,"Land"
"2024-04-02","安楹苑 B座 18樓 8室",287.2,NA,NA,"Land"
"2024-04-26","安楹苑 B座 9樓 20室",210.43,NA,NA,"Land"
"2024-04-29","安楹苑 B座 10樓 20室",211.28,NA,NA,"Land"
"2024-04-19","安楹苑 A座 21樓 14室",285.92,NA,NA,"Land"
"2024-02-26","安楹苑 A座 20樓 7室",375.62,NA,NA,"Land"
"2024-03-14","安楹苑 A座 24樓 20室",353.37,NA,NA,"Land"
"2024-04-29","安楹苑 A座 26樓 1室",289.46,NA,NA,"Land"
"2024-04-09","安楹苑 B座 7樓 12室",286.84,NA,NA,"Land"
"2024-04-02","安楹苑 B座 21樓 13室",305.43,NA,NA,"Land"
"2024-03-15","安楹苑 A座 6樓 17室",330.6,NA,NA,"Land"
"2024-04-03","安楹苑 B座 22樓 14室",308.96,NA,NA,"Land"
"2024-04-09","安楹苑 B座 9樓 19室",293.2,NA,NA,"Land"
"2024-03-12","安楹苑 A座 26樓 6室",295.81,NA,NA,"Land"
"2023-02-17","啟欣苑 B座 17樓 7室",151.1,NA,NA,"Land"
"2022-11-22","啟欣苑 A座 29樓 26室",374.73,NA,NA,"Land"
"2022-11-16","啟欣苑 B座 29樓 10室",463.56,NA,NA,"Land"
"2022-12-30","啟欣苑 A座 33樓 13室",238.67,NA,NA,"Land"
"2022-12-15","啟欣苑 B座 26樓 14室",255.02,NA,NA,"Land"
"2022-11-30","啟欣苑 B座 12樓 12室",329.51,NA,NA,"Land"
"2023-01-09","啟欣苑 A座 10樓 1室",228.84,NA,NA,"Land"
"2022-11-29","啟欣苑 B座 19樓 12室",336.58,NA,NA,"Land"
"2023-01-12","啟欣苑 A座 3樓 1室",220.56,NA,NA,"Land"
"2022-12-07","啟欣苑 B座 1樓 3室",280.55,NA,NA,"Land"
"2024-04-26","安樺苑 A座 10樓 3室",284.88,NA,NA,"Land"
"2024-05-14","安樺苑 A座 5樓 1室",274.9,NA,NA,"Land"
"2024-04-26","安樺苑 A座 26樓 4室",292.36,NA,NA,"Land"
"2024-04-30","安樺苑 B座 7樓 5室",277.07,NA,NA,"Land"
"2024-03-28","安麗苑 A座 21樓 6室",287.86,NA,NA,"Land"
"2024-04-25","安麗苑 B座 7樓 13室",275.9,NA,NA,"Land"
"2024-04-15","安麗苑 C座 11樓 10室",283.73,NA,NA,"Land"
"2024-04-10","安麗苑 B座 10樓 6室",286.44,NA,NA,"Land"
"2024-04-10","安麗苑 A座 18樓 23室",306.75,NA,NA,"Land"
"2024-02-22","安麗苑 B座 23樓 5室",358.29,NA,NA,"Land"
"2024-04-25","安麗苑 A座 2樓 1室",205.11,NA,NA,"Land"
"2024-12-03","合眾樓 八樓 39A號",461,420,10976,"Land"
"2024-12-11","長興大樓 十六樓 B室",320,344,9302,"Land"
"2024-12-06","丹桂村路65-89號 富豪．悅庭 洋房23",2381,NA,NA,"Land"
"2024-11-25","榮華樓 六樓 113號",400,540,7407,"Land"
"2024-11-29","康麗花園 2座 7樓 F室",428,473,9049,"Land"
"2024-12-06","灝景灣 1期 2座 20樓 B室",710,519,13680,"Land"
"2024-12-03","匯璽 車位 地庫2 8796號",300,NA,NA,"Land"
"2024-12-06","康栢苑 龍柏閣 (B座) 三樓 2室",437,554,7888,"Land"
"2024-12-03","福華街9號 四樓 後座(B室)",220,300,7333,"Land"
"2024-12-03","匯璽 5期 匯璽III 8座 40樓 A室",4000,1514,26420,"Land"
"2024-12-03","黃埔新邨 可富樓 (X座) 四樓 5室",383,321,11931,"Land"
"2024-12-03","荔塘大廈 B座 十二樓 B2室",206.5,238,8676,"Land"
"2024-11-26","傲翔灣畔 3樓 A室",1075,484,22211,"Land"
"2024-11-29","翠濤閣 2座 6樓 B室",378,477,7925,"Land"
"2024-12-05","柴灣戲院大廈 14樓 C室",300,399,7519,"Land"
"2024-12-04","淘大花園 3B期 R座 18樓 7室",535,484,11054,"Land"
"2024-12-03","麗城花園 2期 6座 8樓 A室",536,668,8024,"Land"
"2024-12-04","柳濤軒 洋房12",1850,NA,NA,"Land"
"2024-12-02","和明苑 和暉閣 (B座) 15樓 15室",410,433,9469,"Land"
"2024-12-02","榮昇閣 13樓 B室",423,327,12936,"Land"
"2024-11-25","寶馬花園 2座 18樓 C室",615,470,13085,"Land"
"2024-12-06","南昌邨 昌逸樓 (5座) 14樓 19室",250,439,5695,"Land"
"2024-12-06","嘉熙 1座 8樓 C室",550,455,12088,"Land"
"2024-12-06","健威花園 A座 7樓 5室",460,446,10314,"Land"
"2024-12-09","通明大樓 八樓 E11室(84號後座)",100,235,4255,"Land"
"2024-12-09","藍天海岸 4期 水藍‧天岸 1座 9樓 D室",995,811,12269,"Land"
"2024-11-29","德強苑 德華閣 (B座) 12樓 2室",630,574,10976,"Land"
"2024-12-06","世紀大廈 1座 5樓 A室",4725,2041,23150,"Land"
"2024-12-10","穗禾苑 詠茂閣 (G座) 14樓 9室",300,471,6369,"Land"
"2024-12-09","名城 3期 盛世 車位 停車場層 R513號",223,NA,NA,"Land"
"2024-12-06","明園大廈 第一期 15樓 3室",740,662,11178,"Land"
"2024-12-06","慶華大樓 八樓 E室",250,356,7022,"Land"
"2024-12-05","東堤灣畔 2期 6座 20樓 D室",572,531,10772,"Land"
"2024-12-06","Ava 228 9樓 G室",328,236,13898,"Land"
"2024-11-29","碧海藍天 車位 3樓 P077號",93.8,NA,NA,"Land"
"2024-11-28","聚康山莊 1座 5樓 C室",576.8,618,9333,"Land"
"2024-11-25","牽晴間 10座 14樓 H室",438,386,11347,"Land"
"2024-11-26","碧麗閣 C座 四樓 C4室",660,657,10046,"Land"
"2024-12-06","海濱南岸 6座 6樓 H室",816.8,590,13844,"Land"
"2024-12-02","兆康苑 兆健閣 (F座) 二十七樓 3室",320,434,7373,"Land"
"2024-12-06","李鄭屋邨 仁愛樓 (1座) 23樓 3室",195,424,4599,"Land"
"2024-12-09","維港滙 2期 5座 11樓 C室",1930,794,24307,"Land"
"2024-12-06","翠林邨 彩林樓 (5座) 21樓 1室",135,381,3543,"Land"
"2024-12-09","海富苑 海寧閣 (A座) 8樓 5室",465,538,8643,"Land"
"2024-12-04","麗翠苑 1座 (麗森閣) 24樓 8室",279,287,9721,"Land"
"2024-12-04","榮福中心 車位 地下 136號",130,NA,NA,"Land"
"2024-12-02","榮福中心 車位 地下 147號",130,NA,NA,"Land"
"2024-12-06","淘大花園 3B期 S座 5樓 2室",522,450,11600,"Land"
"2024-12-05","凱旋門 摩天閣 (1座) 59樓 C室",2638,791,33350,"Land"
"2024-12-11","祥和苑 和均閣 (A座) 十樓 4室",280,434,6452,"Land"
"2024-12-09","海逸豪園 2期 玉庭軒 6座 17樓 H室",1314,868,15138,"Land"
"2024-12-06","康麗園 D座 21樓 D3室",430,435,9885,"Land"
"2024-12-02","高臨 A2座 29樓 H室",872.3,382,22835,"Land"
"2024-11-27","維港1號 2A座 29樓 H室",1993.8,774,25760,"Land"
"2024-11-18","奧朗．御峰 17樓 E室",330,256,12891,"Land"
"2024-12-02","傲玟 1座 21樓 A室",3431.87,1367,25105,"Land"
"2024-12-02","傲玟 1座 19樓 A室",3417.4,1367,24999,"Land"
"2024-11-29","太古城 海天花園 景天閣 (63座) 21樓 F室",950,589,16129,"Land"
"2024-12-09","好順泰大廈 B座 13樓 F室(6室)",383,377,10159,"Land"
"2024-12-06","柏傲莊 1期 3座 (3A) 36樓 B室",1298,663,19578,"Land"
"2024-12-09","愉景新城 1期 3座 29樓 F室",610,495,12323,"Land"
"2024-12-04","平愛大廈 八樓 39號",462,753,6135,"Land"
"2024-12-05","翠怡花園 1期 3座 34樓 F室",423,368,11495,"Land"
"2024-12-09","兆康苑 兆豪閣 (M座) 二十七樓 3室",418,548,7628,"Land"
"2024-12-09","名逸居 2座 3樓 C室",585,530,11038,"Land"
"2024-12-09","綠怡居 8座 2樓 G室",520,663,7843,"Land"
"2024-12-06","太古城 金殿台 隋宮閣 (26座) 5樓 E室",985,747,13186,"Land"
"2024-12-04","瓊軒苑 20樓 4室",488,642,7601,"Land"
"2024-12-03","薈鳴 26樓 A室",666.3,356,18716,"Land"
"2024-12-06","將軍澳中心 1期 6座 50樓 F室",888,684,12982,"Land"
"2024-12-06","麗都花園 3座 24樓 B室",568,657,8645,"Land"
"2024-11-29","康麗花園 2座 12樓 G室",326,363,8981,"Land"
"2024-11-28","群星大廈 8樓 C室",261,390,6692,"Land"
"2024-11-25","大學閣 2座 6樓 B室",6260,1508,41512,"Land"
"2024-11-25","黃埔花園 1期 金柏苑 1座 8樓 A室",790,777,10167,"Land"
"2024-12-09","會展中心會景閣 26樓 12室",1025,659,15554,"Land"
"2024-12-09","太古城 金殿台 唐宮閣 (19座) 23樓 G室",800,583,13722,"Land"
"2024-11-25","Eight South Lane 23樓 D室",600,314,19108,"Land"
"2024-11-29","日出康城 4期A 晉海 車位 B1樓 C83號",199,NA,NA,"Land"
"2024-11-22","富豪‧山峯 5座 5樓 B室",2966.4,1551,19126,"Land"
"2024-11-22","富豪‧山峯 5座 5樓 A室",3164.7,1561,20274,"Land"
"2024-12-04","富雅花園 2座 10樓 C室",510,592,8615,"Land"
"2024-12-02","Wetland Seasons Bay 2期 別墅RV2",1340.8,910,14734,"Land"
"2024-12-06","富雅花園 2座 8樓 K室",600,592,10135,"Land"
"2024-11-26","黃金海灣 1期 意嵐 5B座 26樓 J室",250.4,204,12275,"Land"
"2024-12-05","海韻花園 1座 7樓 E室",468,716,6536,"Land"
"2024-12-03","渣華道98號 8樓 C室",600,344,17442,"Land"
"2024-11-28","怡峰 9樓 A室",1600,818,19560,"Land"
"2024-12-06","吉喆 26樓 A室",3076.5,1012,30400,"Land"
"2024-12-09","中英樓 八樓 30室",250,349,7163,"Land"
"2024-12-09","爾巒 茵娜大道 1座",830,864,9606,"Land"
"2024-12-12","天富苑 俊富閣 (C座) 2樓 4室",372.5,650,5731,"Land"
"2024-12-06","華景山莊 21座 16樓 B室",2138,1789,11951,"Land"
"2024-12-04","日出康城 12期B Park Seasons 2座 (2B) 25樓 A室",802.7,537,14948,"Land"
"2024-12-02","海欣花園 車位 1樓 C91號",150,NA,NA,"Land"
"2024-12-04","美孚新邨 5期 蘭秀道9-11號 16樓 11號C室",550,564,9752,"Land"
"2024-11-25","紅磡灣中心 車位 地庫 111號",106,NA,NA,"Land"
"2024-12-06","浪澄灣 5座 32樓 B室",860,558,15412,"Land"
"2024-12-12","金華大廈 A座 十三樓 A1室",270,314,8599,"Land"
"2024-11-26","璈珀 7樓 C室",3800,1494,25435,"Land"
"2024-11-26","美孚新邨 5期 蘭秀道6-8號 12樓 8號B室",780,704,11080,"Land"
"2024-12-02","藍灣半島 3座 39樓 B室",1052,733,14352,"Land"
"2024-12-02","皇子大廈 1期 六樓 226A號",675,848,7960,"Land"
"2024-11-22","海桃灣 3座 20樓 C室",785,453,17329,"Land"
"2024-11-29","荃景花園 1期 6座 24樓 F室",426,428,9953,"Land"
"2024-12-11","環宇海灣 6座 40樓 E室",850,699,12160,"Land"
"2024-12-13","愉景灣 12期 海澄湖畔二段 安澄閣 10樓 B室",481,572,8409,"Land"
"2024-12-04","偉華中心 3座 20樓 B室",430,358,12011,"Land"
"2024-12-12","擎天半島 2期 2座 30樓 C室",2415,1054,22913,"Land"
"2024-12-10","輝煌臺 23樓 D室",810,431,18794,"Land"
"2024-12-05","頌賢花園 1座 7樓 A室",376,376,10000,"Land"
"2024-12-09","安和園 安康大廈 六樓 H室",195,262,7443,"Land"
"2024-12-11","海怡半島 3期 美康閣 (19座) 4樓 F室",725,618,11731,"Land"
"2024-12-06","倚南 29樓 D室",890,566,15724,"Land"
"2024-12-06","盈翠半島 2期 7座 8樓 A室",683.8,518,13201,"Land"
"2024-12-06","文豪花園 6樓 B室",450,333,13514,"Land"
"2024-12-09","油塘中心 6座 8樓 A室",288,301,9568,"Land"
"2024-12-06","黃金閣 9樓 F室",412,338,12189,"Land"
"2024-12-10","曉麗苑 曉順閣 (H座) 二十二樓 6室",268,433,6189,"Land"
"2024-12-02","日出康城 5期A Malibu 2A座 35樓 A室",868,660,13152,"Land"
"2024-12-06","嵐山 1期 8座 15樓 B室",792,942,8408,"Land"
"2024-11-19","龍崗道43號 五樓 43號",355,388,9149,"Land"
"2024-11-18","寶文閣 2樓 D室",162,154,10519,"Land"
"2024-11-26","富業樓 六樓 A室",378,412,9175,"Land"
"2024-11-26","富業樓 六樓 B室",379,418,9067,"Land"
"2024-11-20","天瀧 3座 2樓 A室",3258,1102,29564,"Land"
"2024-11-18","天瀧 3座 7樓 A室",3428,1102,31107,"Land"
"2024-11-18","天瀧 3座 7樓 B室",3450,1085,31797,"Land"
"2024-11-22","One Soho 29樓 A8室",709.56,310,22889,"Land"
"2024-11-27","南角道46號 二樓 46號",747,945,7905,"Land"
"2024-11-20","成安樓 四樓 C室",308,344,8953,"Land"
"2024-11-27","成安樓 三樓 A室",240,256,9375,"Land"
"2024-11-27","成安樓 四樓 A室",236,256,9219,"Land"
"2024-11-19","崇廉樓 六樓 E室",380,502,7570,"Land"
"2024-11-29","朗逸峰 1期 車位 5樓 P74號",80,NA,NA,"Land"
"2024-11-20","柏傲莊 1期 3座 (3B) 12樓 A室",770,550,14000,"Land"
"2022-11-30","啟欣苑 A座 26樓 17室",330.59,NA,NA,"Land"
